Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Aircraft Version,Landing Count,Total Landed Weight,data_as_of,data_loaded_at
201502,2015/02/01,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,300,5,1612000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Passenger,Wide Body,Airbus,A330,200,8,3200208,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Passenger,Wide Body,Airbus,A330,300,8,3298112,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,737,700,80,10240000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,300,31,9916900,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,112,10,1378000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,81,10894500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,58,8247600,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,214,11,1564200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,211,1,171500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Freighter,Turbo Prop,Shorts,SD3,30,19,494000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,777,300ER,27,14958000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,777,200,25,11502500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,200,15,7050000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,300,25,13800000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,235,28435000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,400,16,1936000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,700,97,12532400,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,700,1,129200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,800,30,4320000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,800,3,432000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,900,27,3950100,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,900,12,1755600,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,900ER,24,3775200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,900ER,16,2516800,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Passenger,Wide Body,Boeing,777,300ER,28,15512000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,737,-,497,71568000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,-,67,13266000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300,54,16740000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,777,-,1,460000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,135,23152500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,1900C,-,20,322000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,C-99,-,5,56500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Fairchild,SA-227,-,13,182000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Combi,Wide Body,Boeing,747,400C,8,5040000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400F,23,15066000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,200ER,20,9200000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,56,35280000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,777,300ER,56,30968000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,400,28,17640000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,400F,19,12654000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A330,200,28,11233600,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,787,800,12,4560000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,175,572,43001244,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,800,3,438900,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,900,120,18876000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,747,400,2,1260000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,-,208,41184000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,300,7,1568000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,82,24190000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,3,960000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,400,1,350000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,114,20,2688000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,31,4408200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Airbus,A330,323,1,412200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,-,76,10792000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,400F,6,3912000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,777,300ER,56,31024000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Emirates,EK,Emirates,EK,International,Middle East,Passenger,Wide Body,Airbus,A380,800,28,24321388,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Passenger,Wide Body,Boeing,777,300ER,28,15511972,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A300,60,16,4939200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,20,3,803700,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,30,1,273400,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,10,10,3745000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,MD-11,-,1,481500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,128,17216000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A330,200,56,22456000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,777,300ER,28,15512000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,260,36972000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,125,21500000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Airbus,A330,200,24,9609600,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,800,26,19838000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,200,21,9660000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,300ER,7,3878000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,600,24,13704000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A380,800,24,20688000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Mesa Airlines,YV,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,76,5586000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,400F,1,652000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,800,18,13734000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,777,300ER,28,15512000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,300,1,418874,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,190,1,94800,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A340,300,22,9196000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,300ER,56,31024000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,2B19,1074,50478000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,2B19,68,3196000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,2C10,1,47000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,600,678,45426000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,600,65,4355000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,25,1675000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,120,844,21775200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,175,356,26684692,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,ERJ,175,51,3822807,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,300,385,43890000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,500,1,110000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,700,644,82432000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,800,25,3600000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,700,19,2454800,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,800,5,731500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Passenger,Narrow Body,Boeing,737,800,6,877800,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Airbus,A340,300,28,11728584,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A320,-,40,5688000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,231,56,7957600,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,302,51793000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,700,2,258400,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,700,1,129200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,800,806,117568200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,800,4,582900,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,800,18,2633400,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,900,679,106746700,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,900ER,1,157300,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,900ER,55,8641500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,747,422,134,84420000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,747,422,27,17010000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,-,475,94050000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,757,-,1,198000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,300,226,50624000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,322,32,10240000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,767,322,20,6400000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,400,30,10500000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222,48,21360000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,222,27,12420000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222B,2,920000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,777,222B,55,25300000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,777,222B,28,12880000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201502,2015/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,787,800,28,10640000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
